TIER,PUNTAJE,CANAL,RBD,ESTABLECIMIENTO,DEPENDENCIA,COMUNA,REGION,MAT_BASICA,MAT_TOTAL,EE_EN_RED,MAT_RED,RUT_SOSTENEDOR,COPAGO,PIE,RURAL,LAT,LON,EMAIL,TELEFONO,WEB,CONTACTO,ESTADO_CRM,BUSQUEDA_WEB
1 · FACIL,67.6,A · Directo Privado,8863,COLEGIO SCUOLA ITALIANA VITTORIO MONTIGLIO,Particular Pagado,LAS CONDES,RM,733,1348,1,733,RUT:81311300,MAS DE $100.000,0,0,"-33,396815","-70,50497",,,,,nuevo,Colegio Scuola Italiana Vittorio Montiglio Las Condes colegio sitio web
1 · FACIL,67.6,A · Directo Privado,8984,COLEGIO TREWHELA´S ENGLISH SCHOOL,Particular Pagado,PROVIDENCIA,RM,699,1174,2,1143,RUT:80986400,MAS DE $100.000,0,0,"-33,422588","-70,59742",,,,,nuevo,Colegio Trewhela´S English School Providencia colegio sitio web
1 · FACIL,67.6,A · Directo Privado,9237,INSTITUTO HEBREO DR CHAIM WEIZMANN-ORT,Particular Pagado,LO BARNECHEA,RM,735,1391,1,735,RUT:96689620,MAS DE $100.000,0,0,"-33,369797","-70,50739",,,,,nuevo,Instituto Hebreo Dr Chaim Weizmann-Ort Lo Barnechea colegio sitio web
1 · FACIL,67.6,B · Red Subvencionada,25550,ESC. BASICA PART. BOSTON COLLEGE LA FARFANA,Particular Subvencionado,MAIPÚ,RM,775,1282,9,5962,RUT:65096485,$50.001 A $100.000,1,0,"-33,49048137","-70,76841575",,,,,nuevo,Esc. Basica Part. Boston College La Farfana Maipú colegio sitio web
1 · FACIL,67.6,A · Directo Privado,40125,COLEGIO PUMAHUE,Particular Pagado,VALPARAÍSO,VALPO,733,1197,1,733,RUT:76895340,MAS DE $100.000,0,0,"-33,137332","-71,565181",,,,,nuevo,Colegio Pumahue Valparaíso colegio sitio web
1 · FACIL,67.5,B · Red Subvencionada,17812,COLEGIO CONCEPCION CHIGUAYANTE,Particular Subvencionado,CHIGUAYANTE,BBIO,715,1194,6,4180,RUT:81679000,MAS DE $100.000,1,0,"-36,902611","-73,028137",,,,,nuevo,Colegio Concepcion Chiguayante Chiguayante colegio sitio web
1 · FACIL,67.5,B · Red Subvencionada,31110,COLEGIO FRATERNIDAD,Particular Subvencionado,SAN PEDRO DE LA PAZ,BBIO,716,1201,6,4180,RUT:81679000,MAS DE $100.000,1,0,"-36,88192","-73,145462",,,,,nuevo,Colegio Fraternidad San Pedro De La Paz colegio sitio web
1 · FACIL,67.4,A · Directo Privado,2482,FUNDACION EDUCACIONAL INSTITUTO SAN FERNANDO,Particular Pagado,SAN FERNANDO,LGBO,718,1296,1,718,RUT:65179160,MAS DE $100.000,0,0,"-34,595714","-70,99054",,,,,nuevo,Fundacion Educacional Instituto San Fernando San Fernando colegio sitio web
1 · FACIL,67.4,A · Directo Privado,3014,COLEGIO INGLES,Particular Pagado,TALCA,MAULE,722,1251,1,722,RUT:88949800,MAS DE $100.000,0,0,"-35,45469","-71,59869",,,,,nuevo,Colegio Ingles Talca colegio sitio web
1 · FACIL,67.4,A · Directo Privado,8862,COLEGIO TABANCURA,Particular Pagado,VITACURA,RM,722,1130,1,722,RUT:83332100,MAS DE $100.000,0,0,"-33,380274","-70,53482",,,,,nuevo,Colegio Tabancura Vitacura colegio sitio web
1 · FACIL,67.4,A · Directo Privado,9042,COLEGIO DE LA SALLE,Particular Pagado,LA REINA,RM,717,1139,1,717,RUT:65043459,MAS DE $100.000,0,0,"-33,440899","-70,57238",,,,,nuevo,Colegio De La Salle La Reina colegio sitio web
1 · FACIL,67.4,A · Directo Privado,12669,COLEGIO HISPANO BRITANICO IQUIQUE,Particular Pagado,IQUIQUE,TPCA,714,1118,1,714,RUT:77822040,MAS DE $100.000,0,0,"-20,26514233","-70,12569262",,,,,nuevo,Colegio Hispano Britanico Iquique Iquique colegio sitio web
1 · FACIL,67.2,A · Directo Privado,4694,SAINT JOHN´S SCHOOL,Particular Pagado,SAN PEDRO DE LA PAZ,BBIO,711,1082,1,711,RUT:71301400,MAS DE $100.000,0,0,"-36,862266","-73,105351",,,,,nuevo,Saint John´S School San Pedro De La Paz colegio sitio web
1 · FACIL,67.2,B · Red Subvencionada,9673,ESCUELA PARTICULAR ARTURO MATTE LARRAIN,Particular Subvencionado,SAN RAMÓN,RM,1004,1658,17,13502,RUT:82648400,GRATUITO,1,0,"-33,54829191","-70,64904628",,,,,nuevo,Escuela Particular Arturo Matte Larrain San Ramón colegio sitio web
1 · FACIL,67.0,E · SLEP,9,ESCUELA REPUBLICA DE ISRAEL,SLEP,ARICA,AYP,1205,1379,51,9859,RUT:62000660,GRATUITO,1,0,"-18,486691","-70,30452",,,,,nuevo,Escuela Republica De Israel Arica colegio sitio web
1 · FACIL,67.0,A · Directo Privado,4686,INSTITUTO DE HUMANIDADES ALFREDO SILVA S,Particular Pagado,CONCEPCIÓN,BBIO,537,923,6,3610,RUT:65065400,MAS DE $100.000,0,0,"-36,83108","-73,04507",,,,,nuevo,Instituto De Humanidades Alfredo Silva S Concepción colegio sitio web
1 · FACIL,67.0,A · Directo Privado,4688,CHARLES DE GAULLE,Particular Pagado,CONCEPCIÓN,BBIO,691,1230,1,691,MRUN:6459712,MAS DE $100.000,0,0,"-36,830802","-73,04575",,,,,nuevo,Charles De Gaulle Concepción colegio sitio web
1 · FACIL,67.0,B · Red Subvencionada,7044,LICEO SANTO CURA DE ARS,Particular Subvencionado,MÁFIL,RIOS,300,628,83,10504,RUT:82733800,GRATUITO,1,0,"-39,66526","-72,953056",,,,,nuevo,Liceo Santo Cura De Ars Máfil colegio sitio web
1 · FACIL,67.0,B · Red Subvencionada,11467,ESCUELA PARTICULAR VILCUN,Particular Subvencionado,VILCÚN,ARAUC,300,328,83,10504,RUT:82733800,GRATUITO,1,0,"-38,671009","-72,223343",,,,,nuevo,Escuela Particular Vilcun Vilcún colegio sitio web
1 · FACIL,67.0,A · Directo Privado,24908,COLEGIO PEDRO DE VALDIVIA LAS CONDES,Particular Pagado,LAS CONDES,RM,663,1202,2,1605,RUT:89131500,MAS DE $100.000,0,0,"-33,370461","-70,5082",,,,,nuevo,Colegio Pedro De Valdivia Las Condes Las Condes colegio sitio web
1 · FACIL,67.0,B · Red Subvencionada,25153,COLEGIO PARTICULAR NUEVA ERA SIGLO XXI,Particular Subvencionado,LA FLORIDA,RM,798,1438,7,3261,RUT:65115066,$50.001 A $100.000,1,0,"-33,54940205","-70,56727545",,,,,nuevo,Colegio Particular Nueva Era Siglo Xxi La Florida colegio sitio web
1 · FACIL,67.0,A · Directo Privado,25348,COLEGIO  SAN JOSE DE CHICUREO,Particular Pagado,COLINA,RM,701,1103,1,701,RUT:78796110,MAS DE $100.000,0,0,"-33,278001","-70,63866",,,,,nuevo,Colegio  San Jose De Chicureo Colina colegio sitio web
1 · FACIL,66.8,B · Red Subvencionada,8603,CENTRO EDUCATIVO SALESIANOS ALAMEDA,Particular Subvencionado,SANTIAGO,RM,336,1719,22,13608,RUT:80230500,$50.001 A $100.000,1,0,"-33,44704549","-70,66787974",,,,,nuevo,Centro Educativo Salesianos Alameda Santiago colegio sitio web
1 · FACIL,66.8,A · Directo Privado,8870,COLEGIO COMPANIA DE MARIA APOQUINDO,Particular Pagado,LAS CONDES,RM,687,1215,1,687,RUT:65020712,MAS DE $100.000,0,0,"-33,409827","-70,56657",,,,,nuevo,Colegio Compania De Maria Apoquindo Las Condes colegio sitio web
1 · FACIL,66.8,B · Red Subvencionada,9340,COLEGIO SANTA MARIA,Particular Subvencionado,LA FLORIDA,RM,1569,2640,3,2215,RUT:65147265,$50.001 A $100.000,0,0,"-33,54199025","-70,59236863",,,,,nuevo,Colegio Santa Maria La Florida colegio sitio web
1 · FACIL,66.8,A · Directo Privado,25675,COLEGIO PART. CORAZON DE MARIA DE SAN MIGUEL,Particular Pagado,SAN MIGUEL,RM,688,1149,1,688,RUT:70082801,MAS DE $100.000,0,0,"-33,49819333","-70,65727164",,,,,nuevo,Colegio Part. Corazon De Maria De San Miguel San Miguel colegio sitio web
1 · FACIL,66.6,E · SLEP,227,ESCUELA BASICA PRESIDENTE BALMACEDA,SLEP,CALAMA,ANTOF,1535,1535,39,16982,RUT:61980920,GRATUITO,1,0,"-22,45923","-68,922813",,,,,nuevo,Escuela Basica Presidente Balmaceda Calama colegio sitio web
1 · FACIL,66.6,A · Directo Privado,3012,COLEGIO DE LA SALLE,Particular Pagado,TALCA,MAULE,667,1136,1,667,RUT:65043458,MAS DE $100.000,0,0,"-35,422942","-71,66537",,,,,nuevo,Colegio De La Salle Talca colegio sitio web
1 · FACIL,66.6,A · Directo Privado,3015,COLEGIO PARTICULAR MONTESSORI,Particular Pagado,TALCA,MAULE,672,964,1,672,RUT:76012413,MAS DE $100.000,0,0,"-35,441982","-71,68437",,,,,nuevo,Colegio Particular Montessori Talca colegio sitio web
1 · FACIL,66.6,B · Red Subvencionada,4263,COLEGIO SAN RAFAEL ARCANGEL,Particular Subvencionado,LOS ÁNGELES,BBIO,720,1239,9,4706,RUT:70438001,$50.001 A $100.000,1,0,"-37,464211","-72,339256",,,,,nuevo,Colegio San Rafael Arcangel Los Ángeles colegio sitio web
1 · FACIL,66.6,B · Red Subvencionada,5661,LICEO ADVENTISTA DE TEMUCO,Particular Subvencionado,TEMUCO,ARAUC,717,1131,9,3440,RUT:65102263,$50.001 A $100.000,1,0,"-38,71603","-72,652992",,,,,nuevo,Liceo Adventista De Temuco Temuco colegio sitio web
1 · FACIL,66.6,A · Directo Privado,8909,COLEGIO BRADFORD SCHOOL,Particular Pagado,VITACURA,RM,672,1153,1,672,RUT:70786100,MAS DE $100.000,0,0,"-33,38399","-70,57339",,,,,nuevo,Colegio Bradford School Vitacura colegio sitio web
1 · FACIL,66.6,B · Red Subvencionada,17750,COLEGIO SALESIANO DE CONCEPCION,Particular Subvencionado,CONCEPCIÓN,BBIO,814,1799,22,13608,RUT:80230500,GRATUITO,1,0,"-36,81905","-73,034409",,,,,nuevo,Colegio Salesiano De Concepcion Concepción colegio sitio web
1 · FACIL,66.6,B · Red Subvencionada,17877,COLEGIO PADRE ALBERTO HURTADO LOS ANGELES,Particular Subvencionado,LOS ÁNGELES,BBIO,718,1217,9,4706,RUT:70438001,$50.001 A $100.000,1,0,"-37,462841","-72,311523",,,,,nuevo,Colegio Padre Alberto Hurtado Los Angeles Los Ángeles colegio sitio web
1 · FACIL,66.6,B · Red Subvencionada,22428,ESCUELA PADRE LUIS BELTRAN,Particular Subvencionado,MARIQUINA,RIOS,278,298,83,10504,RUT:82733800,GRATUITO,1,0,"-39,53989","-72,964333",,,,,nuevo,Escuela Padre Luis Beltran Mariquina colegio sitio web
1 · FACIL,66.5,B · Red Subvencionada,3300,INSTITUTO LINARES,Particular Subvencionado,LINARES,MAULE,722,1235,4,2872,RUT:73306500,MAS DE $100.000,1,0,"-35,846119","-71,595596",,,,,nuevo,Instituto Linares Linares colegio sitio web
1 · FACIL,66.5,B · Red Subvencionada,9564,COLEGIO PARROQUIAL SAN MIGUEL,Particular Subvencionado,SAN MIGUEL,RM,719,1225,4,2872,RUT:73306500,MAS DE $100.000,1,0,"-33,48702988","-70,65013962",,,,,nuevo,Colegio Parroquial San Miguel San Miguel colegio sitio web
1 · FACIL,66.5,B · Red Subvencionada,9570,INSTITUTO MIGUEL LEON PRADO,Particular Subvencionado,SAN MIGUEL,RM,719,1229,4,2872,RUT:73306500,MAS DE $100.000,1,0,"-33,48816839","-70,65046476",,,,,nuevo,Instituto Miguel Leon Prado San Miguel colegio sitio web
1 · FACIL,66.4,A · Directo Privado,366,HRVATSKA SKOLA S. ESTEBAN (EX-J. SKOLA),Particular Pagado,ANTOFAGASTA,ANTOF,658,1084,1,658,RUT:79783050,MAS DE $100.000,0,0,"-23,653932","-70,39744",,,,,nuevo,Hrvatska Skola S. Esteban (Ex-J. Skola) Antofagasta colegio sitio web
1 · FACIL,66.4,A · Directo Privado,8869,COLEGIO THE NEWLAND SCHOOL,Particular Pagado,LO BARNECHEA,RM,658,1153,1,658,RUT:76129885,MAS DE $100.000,0,0,"-33,359838","-70,53316",,,,,nuevo,Colegio The Newland School Lo Barnechea colegio sitio web
1 · FACIL,66.4,A · Directo Privado,8892,COLEGIO SAN JUAN EVANGELISTA,Particular Pagado,LAS CONDES,RM,664,1171,1,664,RUT:70049500,MAS DE $100.000,0,0,"-33,414955","-70,56326",,,,,nuevo,Colegio San Juan Evangelista Las Condes colegio sitio web
1 · FACIL,66.4,A · Directo Privado,9053,COLEGIO TERESIANO ENRIQUE DE OSSO,Particular Pagado,LA REINA,RM,659,1075,1,659,RUT:81371400,MAS DE $100.000,0,0,"-33,442294","-70,57221",,,,,nuevo,Colegio Teresiano Enrique De Osso La Reina colegio sitio web
1 · FACIL,66.4,A · Directo Privado,12024,THE WESSEX SCHOOL,Particular Pagado,CONCEPCIÓN,BBIO,656,1004,1,656,RUT:99509360,MAS DE $100.000,0,0,"-36,78634","-73,01875",,,,,nuevo,The Wessex School Concepción colegio sitio web
1 · FACIL,66.2,A · Directo Privado,1225,INSTITUTO CHACABUCO,Particular Pagado,LOS ANDES,VALPO,648,1196,1,648,RUT:65266730,MAS DE $100.000,0,0,"-32,830241","-70,59502",,,,,nuevo,Instituto Chacabuco Los Andes colegio sitio web
1 · FACIL,66.2,B · Red Subvencionada,5993,ESCUELA LEOVIGILDO KLEY,Particular Subvencionado,CUNCO,ARAUC,255,329,83,10504,RUT:82733800,GRATUITO,1,0,"-38,932899","-72,028992",,,,,nuevo,Escuela Leovigildo Kley Cunco colegio sitio web
1 · FACIL,66.2,B · Red Subvencionada,6460,ESCUELA PARTICULAR SAN SEBASTIAN,Particular Subvencionado,SAAVEDRA,ARAUC,249,299,83,10504,RUT:82733800,GRATUITO,1,0,"-38,786819","-73,396973",,,,,nuevo,Escuela Particular San Sebastian Saavedra colegio sitio web
1 · FACIL,66.2,B · Red Subvencionada,6918,ESCUELA PARTICULAR SAN FRANCISCO,Particular Subvencionado,LANCO,RIOS,254,314,83,10504,RUT:82733800,GRATUITO,1,0,"-39,453892","-72,774017",,,,,nuevo,Escuela Particular San Francisco Lanco colegio sitio web
1 · FACIL,66.2,A · Directo Privado,8878,COLEGIO DEL SAGRADO CORAZON DE APOQUINDO,Particular Pagado,LAS CONDES,RM,652,1063,1,652,RUT:65071565,MAS DE $100.000,0,0,"-33,410136","-70,54981",,,,,nuevo,Colegio Del Sagrado Corazon De Apoquindo Las Condes colegio sitio web
1 · FACIL,66.2,A · Directo Privado,25852,COLEGIO DIVINA PASTORA NUNOA,Particular Pagado,ÑUÑOA,RM,553,922,4,2039,RUT:70357600,MAS DE $100.000,0,0,"-33,45912748","-70,60557619",,,,,nuevo,Colegio Divina Pastora Nunoa Ñuñoa colegio sitio web
1 · FACIL,66.1,B · Red Subvencionada,25481,COLEGIO INSTITUTO O¦HIGGINS DE MAIPU,Particular Subvencionado,MAIPÚ,RM,550,875,9,5962,RUT:65096485,MAS DE $100.000,1,0,"-33,50596237","-70,75714454",,,,,nuevo,Colegio Instituto O¦Higgins De Maipu Maipú colegio sitio web
1 · FACIL,66.0,A · Directo Privado,14334,COLEGIO CAPELLAN PASCAL,Particular Pagado,VIÑA DEL MAR,VALPO,595,1003,2,1001,RUT:61102033,MAS DE $100.000,0,0,"-32,994585","-71,54514",,,,,nuevo,Colegio Capellan Pascal Viña Del Mar colegio sitio web
1 · FACIL,66.0,A · Directo Privado,22144,COLEGIO PUERTO VARAS,Particular Pagado,PUERTO VARAS,LAGOS,636,1083,1,636,RUT:87153500,MAS DE $100.000,0,0,"-41,308345","-72,99248",,,,,nuevo,Colegio Puerto Varas Puerto Varas colegio sitio web
1 · FACIL,66.0,A · Directo Privado,22506,COLEGIO PUMAHUE,Particular Pagado,PUERTO MONTT,LAGOS,641,1247,1,641,RUT:96987460,MAS DE $100.000,0,0,"-41,450375","-72,92188",,,,,nuevo,Colegio Pumahue Puerto Montt colegio sitio web
1 · FACIL,65.8,B · Red Subvencionada,6917,ESCUELA PARTICULAR PADRE CARLOS,Particular Subvencionado,LANCO,RIOS,227,270,83,10504,RUT:82733800,GRATUITO,1,0,"-39,539822","-72,509598",,,,,nuevo,Escuela Particular Padre Carlos Lanco colegio sitio web
1 · FACIL,65.8,A · Directo Privado,7416,LICEO OSORNO COLLEGE,Particular Pagado,OSORNO,LAGOS,620,1002,1,620,RUT:70000470,MAS DE $100.000,0,0,"-40,591269","-73,1154",,,,,nuevo,Liceo Osorno College Osorno colegio sitio web
1 · FACIL,65.8,A · Directo Privado,24798,COLEGIO SANTA MARIA DE LO CANAS,Particular Pagado,LA FLORIDA,RM,621,1034,1,621,RUT:96561660,MAS DE $100.000,0,0,"-33,527627","-70,5523",,,,,nuevo,Colegio Santa Maria De Lo Canas La Florida colegio sitio web
1 · FACIL,65.8,A · Directo Privado,25329,COLEGIO SANTA CRUZ DE CHICUREO,Particular Pagado,COLINA,RM,622,1026,1,622,RUT:78910380,MAS DE $100.000,0,0,"-33,286892","-70,67077",,,,,nuevo,Colegio Santa Cruz De Chicureo Colina colegio sitio web
1 · FACIL,65.8,A · Directo Privado,40023,COLEGIO SAN ALBERTO,Particular Pagado,MACHALÍ,LGBO,619,1017,1,619,RUT:76960640,MAS DE $100.000,0,0,"-34,17378747","-70,68982393",,,,,nuevo,Colegio San Alberto Machalí colegio sitio web
1 · FACIL,65.6,A · Directo Privado,1631,"COLEGIO DE LOS SAGRADOS CORAZONES, PADRES FRANCESES",Particular Pagado,VIÑA DEL MAR,VALPO,615,1163,1,615,RUT:71631800,MAS DE $100.000,0,0,"-33,01760661","-71,5268515",,,,,nuevo,"Colegio De Los Sagrados Corazones, Padres Franceses Viña Del Mar colegio sitio web"
1 · FACIL,65.6,B · Red Subvencionada,4772,ESCUELA ADVENTISTA DE HUALPEN,Particular Subvencionado,HUALPÉN,BBIO,622,719,10,4510,RUT:65102259,$50.001 A $100.000,1,0,"-36,79134","-73,093079",,,,,nuevo,Escuela Adventista De Hualpen Hualpén colegio sitio web
1 · FACIL,65.6,B · Red Subvencionada,9799,COMPLEJO EDUC.PART.MONSENOR LUIS A.PEREZ,Particular Subvencionado,PEDRO AGUIRRE CERDA,RM,1384,2252,7,6244,RUT:82882600,GRATUITO,1,0,"-33,50108236","-70,68927348",,,,,nuevo,Complejo Educ.Part.Monsenor Luis A.Perez Pedro Aguirre Cerda colegio sitio web
1 · FACIL,65.6,A · Directo Privado,16470,COLEGIO CONCEPCION TALCA,Particular Pagado,TALCA,MAULE,614,1040,1,614,RUT:72553100,MAS DE $100.000,0,0,"-35,43524","-71,67665",,,,,nuevo,Colegio Concepcion Talca Talca colegio sitio web
1 · FACIL,65.6,B · Red Subvencionada,19947,ESCUELA LAURA VICUNA,Particular Subvencionado,VILLARRICA,ARAUC,219,262,83,10504,RUT:82733800,GRATUITO,1,0,"-39,29821","-72,224251",,,,,nuevo,Escuela Laura Vicuna Villarrica colegio sitio web
1 · FACIL,65.4,A · Directo Privado,2786,INSTITUTO SAN MARTIN,Particular Pagado,CURICÓ,MAULE,597,1191,1,597,RUT:65074720,MAS DE $100.000,0,0,"-34,988729","-71,23842",,,,,nuevo,Instituto San Martin Curicó colegio sitio web
1 · FACIL,65.4,C · PS Individual,3713,COLEGIO SEMINARIO PADRE ALBERTO HURTADO,Particular Subvencionado,CHILLÁN,NUBLE,1217,2144,1,1217,RUT:74976600,MAS DE $100.000,1,0,"-36,58873","-72,09494",,,,,nuevo,Colegio Seminario Padre Alberto Hurtado Chillán colegio sitio web
1 · FACIL,65.4,A · Directo Privado,8880,COLEGIO NIDO DE AGUILAS,Particular Pagado,LO BARNECHEA,RM,600,882,1,600,RUT:81623500,MAS DE $100.000,0,0,"-33,351539","-70,50129",,,,,nuevo,Colegio Nido De Aguilas Lo Barnechea colegio sitio web
1 · FACIL,65.4,C · PS Individual,17833,COLEGIO ETCHEGOYEN TALCAHUANO,Particular Subvencionado,TALCAHUANO,BBIO,1267,2425,1,1267,RUT:70405700,MAS DE $100.000,1,0,"-36,715199","-73,112396",,,,,nuevo,Colegio Etchegoyen Talcahuano Talcahuano colegio sitio web
1 · FACIL,65.2,A · Directo Privado,357,COL. SAN LUIS,Particular Pagado,ANTOFAGASTA,ANTOF,585,994,1,585,MRUN:22679148,MAS DE $100.000,0,0,"-23,651312","-70,39532",,,,,nuevo,Col. San Luis Antofagasta colegio sitio web
1 · FACIL,65.2,B · Red Subvencionada,3714,ESCUELA PARTICULAR ADVENTISTA,Particular Subvencionado,CHILLÁN,NUBLE,599,599,10,4510,RUT:65102259,$50.001 A $100.000,1,0,"-36,604801","-72,102341",,,,,nuevo,Escuela Particular Adventista Chillán colegio sitio web
1 · FACIL,65.2,B · Red Subvencionada,6115,LICEO BICENTENARIO DE EXCELENCIA SAN AGUSTÍN,Particular Subvencionado,VILLARRICA,ARAUC,191,413,83,10504,RUT:82733800,GRATUITO,1,0,"-39,486832","-72,155037",,,,,nuevo,Liceo Bicentenario De Excelencia San Agustín Villarrica colegio sitio web
1 · FACIL,65.2,A · Directo Privado,7406,COLEGIO SAN MATEO,Particular Pagado,OSORNO,LAGOS,593,1154,1,593,RUT:65019441,MAS DE $100.000,0,0,"-40,581272","-73,12753",,,,,nuevo,Colegio San Mateo Osorno colegio sitio web
1 · FACIL,65.2,A · Directo Privado,8900,COLEGIO SEMINARIO PONTIFICIO MENOR,Particular Pagado,LAS CONDES,RM,512,807,3,2138,RUT:81795100,MAS DE $100.000,0,0,"-33,406892","-70,55469",,,,,nuevo,Colegio Seminario Pontificio Menor Las Condes colegio sitio web
1 · FACIL,65.2,A · Directo Privado,8919,COLEGIO SAN PEDRO NOLASCO,Particular Pagado,VITACURA,RM,588,1000,1,588,RUT:65000241,MAS DE $100.000,0,0,"-33,398148","-70,573",,,,,nuevo,Colegio San Pedro Nolasco Vitacura colegio sitio web
1 · FACIL,65.2,A · Directo Privado,9277,COLEGIO SAN MARCOS,Particular Pagado,MACUL,RM,593,968,1,593,RUT:76563260,MAS DE $100.000,0,0,"-33,473709","-70,5977",,,,,nuevo,Colegio San Marcos Macul colegio sitio web
1 · FACIL,65.2,A · Directo Privado,10611,COLEGIO AMERICAN ACADEMY,Particular Pagado,SAN BERNARDO,RM,593,1004,1,593,RUT:88279500,MAS DE $100.000,0,0,"-33,60268328","-70,69942692",,,,,nuevo,Colegio American Academy San Bernardo colegio sitio web
1 · FACIL,65.2,A · Directo Privado,11176,COLEGIO CHAMPAGNAT,Particular Pagado,VILLA ALEMANA,VALPO,591,1128,1,591,RUT:65077320,MAS DE $100.000,0,0,"-33,047203","-71,36466",,,,,nuevo,Colegio Champagnat Villa Alemana colegio sitio web
1 · FACIL,65.2,A · Directo Privado,11681,COLEGIO MIGUEL DE CERVANTES,Particular Pagado,PUNTA ARENAS,MAG,593,979,1,593,RUT:79948380,MAS DE $100.000,0,0,"-53,154893","-70,911601",,,,,nuevo,Colegio Miguel De Cervantes Punta Arenas colegio sitio web
1 · FACIL,65.2,B · Red Subvencionada,20182,COLEGIO JUAN PABLO II,Particular Subvencionado,CUNCO,ARAUC,191,232,83,10504,RUT:82733800,GRATUITO,1,0,"-38,930519","-72,018311",,,,,nuevo,Colegio Juan Pablo Ii Cunco colegio sitio web
1 · FACIL,65.2,A · Directo Privado,20235,GEORGE CHAYTOR ENGLISH COLLEGE,Particular Pagado,TEMUCO,ARAUC,592,1028,1,592,RUT:76967730,MAS DE $100.000,0,0,"-38,735849","-72,6436",,,,,nuevo,George Chaytor English College Temuco colegio sitio web
1 · FACIL,65.0,A · Directo Privado,2260,COLEGIO COYA,Particular Pagado,MACHALÍ,LGBO,573,961,1,573,MRUN:24969524,MAS DE $100.000,0,0,"-34,192721","-70,69606",,,,,nuevo,Colegio Coya Machalí colegio sitio web
1 · FACIL,65.0,B · Red Subvencionada,3006,CENTRO EDUCATIVO SALESIANOS TALCA,Particular Subvencionado,TALCA,MAULE,722,2026,22,13608,RUT:80230500,GRATUITO,1,0,"-35,428551","-71,660713",,,,,nuevo,Centro Educativo Salesianos Talca Talca colegio sitio web
1 · FACIL,65.0,B · Red Subvencionada,3296,ESC.AGRIC.PART.SALESIANA DON BOSCO,Particular Subvencionado,LINARES,MAULE,726,1732,22,13608,RUT:80230500,GRATUITO,1,0,"-35,851391","-71,5811",,,,,nuevo,Esc.Agric.Part.Salesiana Don Bosco Linares colegio sitio web
1 · FACIL,65.0,B · Red Subvencionada,5695,ESCUELA PARTICULAR SAN RAFAEL ARCANGEL,Particular Subvencionado,PADRE LAS CASAS,ARAUC,176,219,83,10504,RUT:82733800,GRATUITO,1,0,"-38,764629","-72,602318",,,,,nuevo,Escuela Particular San Rafael Arcangel Padre Las Casas colegio sitio web
1 · FACIL,65.0,A · Directo Privado,5810,COLEGIO BAUTISTA,Particular Pagado,TEMUCO,ARAUC,572,1020,1,572,RUT:65745680,MAS DE $100.000,0,0,"-38,739686","-72,60143",,,,,nuevo,Colegio Bautista Temuco colegio sitio web
1 · FACIL,65.0,A · Directo Privado,5812,COLEGIO ALEMAN,Particular Pagado,TEMUCO,ARAUC,573,977,1,573,RUT:80899200,MAS DE $100.000,0,0,"-38,736841","-72,61499",,,,,nuevo,Colegio Aleman Temuco colegio sitio web
1 · FACIL,65.0,A · Directo Privado,7717,INSTITUTO ALEMAN DE PUERTO MONTT,Particular Pagado,PUERTO MONTT,LAGOS,577,1018,1,577,RUT:81362400,MAS DE $100.000,0,0,"-41,469784","-72,93321",,,,,nuevo,Instituto Aleman De Puerto Montt Puerto Montt colegio sitio web
1 · FACIL,65.0,A · Directo Privado,7742,COLEGIO GERMANIA DEL VERBO DIVINO,Particular Pagado,PUERTO VARAS,LAGOS,570,1069,1,570,RUT:82736500,MAS DE $100.000,0,0,"-41,32076","-72,98888",,,,,nuevo,Colegio Germania Del Verbo Divino Puerto Varas colegio sitio web
1 · FACIL,65.0,E · SLEP,12810,ESCUELA KAMAC MAYU,SLEP,CALAMA,ANTOF,1107,1107,39,16982,RUT:61980920,GRATUITO,1,0,"-22,43799","-68,909439",,,,,nuevo,Escuela Kamac Mayu Calama colegio sitio web
1 · FACIL,65.0,A · Directo Privado,13300,COLEGIO ALEMAN,Particular Pagado,LA SERENA,COQ,578,892,1,578,RUT:72024300,MAS DE $100.000,0,0,"-29,952143","-71,22835",,,,,nuevo,Colegio Aleman La Serena colegio sitio web
1 · FACIL,65.0,A · Directo Privado,14379,COLEGIO INTERNACIONAL SEK DEL PACIFICO,Particular Pagado,CONCÓN,VALPO,542,932,2,1451,RUT:89071900,MAS DE $100.000,0,0,"-32,939625","-71,53367",,,,,nuevo,Colegio Internacional Sek Del Pacifico Concón colegio sitio web
