TIER,PUNTAJE,CANAL,RBD,ESTABLECIMIENTO,DEPENDENCIA,COMUNA,REGION,MAT_BASICA,MAT_TOTAL,EE_EN_RED,MAT_RED,RUT_SOSTENEDOR,COPAGO,PIE,RURAL,LAT,LON,EMAIL,TELEFONO,WEB,CONTACTO,ESTADO_CRM,BUSQUEDA_WEB
3 · DIFICIL,41.8,D · Municipal/DAEM,4205,ESCUELA DIEGO PORTALES PALAZUELOS,Municipal/DAEM,LOS ÁNGELES,BBIO,290,311,42,7972,RUT:69170100,GRATUITO,1,1,"-37,488461","-72,214211",,,,,nuevo,Escuela Diego Portales Palazuelos Los Ángeles colegio sitio web
3 · DIFICIL,41.8,D · Municipal/DAEM,4725,ESCUELA VILLA INDEPENDENCIA,Municipal/DAEM,TALCAHUANO,BBIO,162,174,24,4458,MRUN:18415187,GRATUITO,1,0,"-36,76022","-73,093491",,,,,nuevo,Escuela Villa Independencia Talcahuano colegio sitio web
3 · DIFICIL,41.8,D · Municipal/DAEM,7665,ESCUELA RURAL LA CHAMIZA,Municipal/DAEM,PUERTO MONTT,LAGOS,282,330,66,11706,RUT:69220100,GRATUITO,1,1,"-41,483181","-72,854317",,,,,nuevo,Escuela Rural La Chamiza Puerto Montt colegio sitio web
3 · DIFICIL,41.8,C · PS Individual,8639,LICEO Y COLEGIO NUEVO HISPANO CHILENO,Particular Subvencionado,SANTIAGO,RM,211,458,1,211,RUT:65155391,$50.001 A $100.000,0,0,"-33,44066566","-70,67098244",,,,,nuevo,Liceo Y Colegio Nuevo Hispano Chileno Santiago colegio sitio web
3 · DIFICIL,41.8,D · Municipal/DAEM,9292,COMPLEJO EDUC. MUNICIPAL CARDEN.A.SAMORE,Municipal/DAEM,LA FLORIDA,RM,269,622,21,6299,RUT:70933700,GRATUITO,1,0,"-33,51824665","-70,59284992",,,,,nuevo,Complejo Educ. Municipal Carden.A.Samore La Florida colegio sitio web
3 · DIFICIL,41.8,C · PS Individual,9511,ESCUELA PARTICULAR GRAN AVENIDA,Particular Subvencionado,SAN MIGUEL,RM,211,225,1,211,RUT:65145719,$50.001 A $100.000,0,0,"-33,5059132","-70,65590334",,,,,nuevo,Escuela Particular Gran Avenida San Miguel colegio sitio web
3 · DIFICIL,41.8,E · SLEP,10130,LICEO CIUDAD DE BRASILIA,SLEP,PUDAHUEL,RM,284,487,46,14149,RUT:65154021,GRATUITO,1,1,"-33,40274066","-70,85564753",,,,,nuevo,Liceo Ciudad De Brasilia Pudahuel colegio sitio web
3 · DIFICIL,41.8,C · PS Individual,10771,ESCUELA BAS. PART. COLEGIO CLAUDIO GAY,Particular Subvencionado,PEÑAFLOR,RM,217,224,1,217,RUT:65155108,$50.001 A $100.000,0,0,"-33,61132992","-70,89386146",,,,,nuevo,Escuela Bas. Part. Colegio Claudio Gay Peñaflor colegio sitio web
3 · DIFICIL,41.8,D · Municipal/DAEM,24716,ESCUELA BASICA LOS NAVIOS,Municipal/DAEM,LA FLORIDA,RM,266,305,21,6299,RUT:70933700,GRATUITO,1,0,"-33,56919422","-70,60925629",,,,,nuevo,Escuela Basica Los Navios La Florida colegio sitio web
3 · DIFICIL,41.8,B · Red Subvencionada,25213,COLEGIO HOSPITAL SAN BORJA ARRIARAN,Particular Subvencionado,SANTIAGO,RM,43,64,8,241,RUT:74120600,GRATUITO,0,0,"-33,46096668","-70,64268193",,,,,nuevo,Colegio Hospital San Borja Arriaran Santiago colegio sitio web
3 · DIFICIL,41.8,C · PS Individual,25692,COLEGIO PART. MANSO DE VELASCO MELIPILLA,Particular Subvencionado,MELIPILLA,RM,216,385,1,216,RUT:65153495,$50.001 A $100.000,0,0,"-33,68020226","-71,18863369",,,,,nuevo,Colegio Part. Manso De Velasco Melipilla Melipilla colegio sitio web
3 · DIFICIL,41.8,C · PS Individual,25927,ESCUELA BASICA TERRA DI BIMBI,Particular Subvencionado,PEÑAFLOR,RM,218,320,1,218,RUT:65135203,$50.001 A $100.000,0,0,"-33,61146269","-70,8961616",,,,,nuevo,Escuela Basica Terra Di Bimbi Peñaflor colegio sitio web
3 · DIFICIL,41.8,C · PS Individual,26137,COLEGIO DEL REAL,Particular Subvencionado,MAIPÚ,RM,211,348,1,211,RUT:65153256,$50.001 A $100.000,0,0,"-33,54886575","-70,76765823",,,,,nuevo,Colegio Del Real Maipú colegio sitio web
3 · DIFICIL,41.8,C · PS Individual,26392,ESC. ALTAS CUMBRES DEL ROSAL,Particular Subvencionado,MAIPÚ,RM,212,239,1,212,RUT:65157743,$50.001 A $100.000,0,0,"-33,4863687","-70,76541552",,,,,nuevo,Esc. Altas Cumbres Del Rosal Maipú colegio sitio web
3 · DIFICIL,41.7,C · PS Individual,4667,COLEGIO SAN PATRICIO,Particular Subvencionado,CHIGUAYANTE,BBIO,404,798,1,404,RUT:65145195,GRATUITO,1,0,"-36,922371","-73,029694",,,,,nuevo,Colegio San Patricio Chiguayante colegio sitio web
3 · DIFICIL,41.7,C · PS Individual,7181,COLEGIO SANTA MARTA,Particular Subvencionado,LA UNIÓN,RIOS,351,607,1,351,RUT:65592630,$25.001 A $50.000,0,0,"-40,297359","-73,083801",,,,,nuevo,Colegio Santa Marta La Unión colegio sitio web
3 · DIFICIL,41.7,C · PS Individual,10607,COLEGIO DOMINGO EYZAGUIRRE,Particular Subvencionado,SAN BERNARDO,RM,412,736,1,412,RUT:65155865,GRATUITO,1,0,"-33,58496364","-70,69615438",,,,,nuevo,Colegio Domingo Eyzaguirre San Bernardo colegio sitio web
3 · DIFICIL,41.7,C · PS Individual,10685,COLEGIO PART. MARIA ANA MOGAS,Particular Subvencionado,PAINE,RM,705,1218,1,705,RUT:65078622,GRATUITO,0,0,"-33,80931574","-70,73767181",,,,,nuevo,Colegio Part. Maria Ana Mogas Paine colegio sitio web
3 · DIFICIL,41.7,C · PS Individual,12836,LICEO BICENTENARIO COLEGIO RÍO LOA,Particular Subvencionado,CALAMA,ANTOF,713,1236,1,713,RUT:65096016,GRATUITO,0,0,"-22,458561","-68,947968",,,,,nuevo,Liceo Bicentenario Colegio Río Loa Calama colegio sitio web
3 · DIFICIL,41.7,C · PS Individual,16730,LICEO BICENTENARIO ADMINISTRACION Y COMERCIO HC,Particular Subvencionado,CURICÓ,MAULE,406,708,1,406,RUT:65144078,GRATUITO,1,0,"-34,97514","-71,260262",,,,,nuevo,Liceo Bicentenario Administracion Y Comercio Hc Curicó colegio sitio web
3 · DIFICIL,41.7,C · PS Individual,25225,ESCUELA BASICA RAYITO DE LUZ DE QUILICURA,Particular Subvencionado,QUILICURA,RM,402,442,1,402,RUT:65145717,GRATUITO,1,0,"-33,3688604","-70,736824",,,,,nuevo,Escuela Basica Rayito De Luz De Quilicura Quilicura colegio sitio web
3 · DIFICIL,41.7,C · PS Individual,25542,COLEGIO SANTA BARBARA H.S.,Particular Subvencionado,QUILICURA,RM,712,1245,1,712,RUT:65152067,GRATUITO,0,0,"-33,36935125","-70,72428891",,,,,nuevo,Colegio Santa Barbara H.S. Quilicura colegio sitio web
3 · DIFICIL,41.7,C · PS Individual,26362,COLEGIO SAN FRANCISCO DE ASIS DE SAN BERNARDO,Particular Subvencionado,SAN BERNARDO,RM,713,1022,1,713,RUT:65148638,GRATUITO,0,0,"-33,61626362","-70,70553165",,,,,nuevo,Colegio San Francisco De Asis De San Bernardo San Bernardo colegio sitio web
3 · DIFICIL,41.7,C · PS Individual,40194,COLEGIO DOMINGO SANTA MARIA,Particular Subvencionado,LA SERENA,COQ,705,1232,1,705,RUT:65145476,GRATUITO,0,0,"-29,90295","-71,242706",,,,,nuevo,Colegio Domingo Santa Maria La Serena colegio sitio web
3 · DIFICIL,41.6,E · SLEP,122,ESCUELA THILDA PORTILLO OLIVARES,SLEP,IQUIQUE,TPCA,273,310,20,10619,RUT:61980910,GRATUITO,1,0,"-20,23621","-70,141006",,,,,nuevo,Escuela Thilda Portillo Olivares Iquique colegio sitio web
3 · DIFICIL,41.6,E · SLEP,562,COLEGIO CALETA SAN PEDRO,SLEP,LA SERENA,COQ,278,303,70,10014,RUT:61981040,GRATUITO,1,1,"-29,879129","-71,271141",,,,,nuevo,Colegio Caleta San Pedro La Serena colegio sitio web
3 · DIFICIL,41.6,D · Municipal/DAEM,1269,ESCUELA JOHN F KENNEDY,Municipal/DAEM,SAN FELIPE,VALPO,248,285,21,4200,RUT:69050600,GRATUITO,1,0,"-32,749981","-70,714104",,,,,nuevo,Escuela John F Kennedy San Felipe colegio sitio web
3 · DIFICIL,41.6,D · Municipal/DAEM,2065,ESCUELA PRESIDENTE AGUIRRE CERDA,Municipal/DAEM,CARTAGENA,VALPO,701,805,6,1678,RUT:69073600,GRATUITO,1,0,"-33,548481","-71,595627",,,,,nuevo,Escuela Presidente Aguirre Cerda Cartagena colegio sitio web
3 · DIFICIL,41.6,D · Municipal/DAEM,4807,ESCUELA ISLA DE PASCUA,Municipal/DAEM,PENCO,BBIO,493,533,13,2568,RUT:69150500,GRATUITO,1,0,"-36,73806","-72,993767",,,,,nuevo,Escuela Isla De Pascua Penco colegio sitio web
3 · DIFICIL,41.6,D · Municipal/DAEM,5128,ESCUELA ARTURO PRAT CHACON,Municipal/DAEM,CAÑETE,BBIO,377,414,17,2385,RUT:69160500,GRATUITO,1,0,"-37,800411","-73,400307",,,,,nuevo,Escuela Arturo Prat Chacon Cañete colegio sitio web
3 · DIFICIL,41.6,D · Municipal/DAEM,5221,ESCUELA BASICA NAHUELBUTA,Municipal/DAEM,ANGOL,ARAUC,451,500,14,3271,RUT:69180100,GRATUITO,1,0,"-37,799438","-72,708382",,,,,nuevo,Escuela Basica Nahuelbuta Angol colegio sitio web
3 · DIFICIL,41.6,D · Municipal/DAEM,5825,ESC. BASICA AMELIA GODOY,Municipal/DAEM,LAUTARO,ARAUC,155,185,24,2671,RUT:69190100,GRATUITO,1,0,"-38,540081","-72,437508",,,,,nuevo,Esc. Basica Amelia Godoy Lautaro colegio sitio web
3 · DIFICIL,41.6,D · Municipal/DAEM,6709,ESCUELA MUNICIPAL RIO QUILLEN,Municipal/DAEM,GALVARINO,ARAUC,271,317,20,1188,RUT:69190200,GRATUITO,1,0,"-38,41391","-72,777397",,,,,nuevo,Escuela Municipal Rio Quillen Galvarino colegio sitio web
3 · DIFICIL,41.6,D · Municipal/DAEM,9285,ESCUELA MARCELA PAZ,Municipal/DAEM,LA FLORIDA,RM,251,428,21,6299,RUT:70933700,GRATUITO,1,0,"-33,53220132","-70,57737183",,,,,nuevo,Escuela Marcela Paz La Florida colegio sitio web
3 · DIFICIL,41.6,D · Municipal/DAEM,9302,ESCUELA LO CANAS,Municipal/DAEM,LA FLORIDA,RM,255,288,21,6299,RUT:70933700,GRATUITO,1,0,"-33,52520142","-70,5532023",,,,,nuevo,Escuela Lo Canas La Florida colegio sitio web
3 · DIFICIL,41.6,C · PS Individual,9979,COLEGIO PETER COLLEGE,Particular Subvencionado,CERRILLOS,RM,206,328,1,206,RUT:65155163,$50.001 A $100.000,0,0,"-33,50262316","-70,72587956",,,,,nuevo,Colegio Peter College Cerrillos colegio sitio web
3 · DIFICIL,41.6,B · Red Subvencionada,13427,COLEGIO LOS CONQUISTADORES,Particular Subvencionado,MONTE PATRIA,COQ,463,810,6,3940,RUT:65156134,$10.001 A $25.000,0,1,"-30,6964","-70,97139",,,,,nuevo,Colegio Los Conquistadores Monte Patria colegio sitio web
3 · DIFICIL,41.6,D · Municipal/DAEM,16851,INSTITUTO BICENTENARIO JAVIERA CARRERA VERDUGO,Municipal/DAEM,SAN ANTONIO,VALPO,334,607,18,4012,RUT:69073400,SIN INFORMACION,1,0,"-33,597279","-71,613571",,,,,nuevo,Instituto Bicentenario Javiera Carrera Verdugo San Antonio colegio sitio web
3 · DIFICIL,41.6,B · Red Subvencionada,25652,ESCUELA ESPECIAL HOSPITAL FELIX BULNES,Particular Subvencionado,PROVIDENCIA,RM,35,43,8,241,RUT:74120600,GRATUITO,0,0,"-33,418701","-70,604767",,,,,nuevo,Escuela Especial Hospital Felix Bulnes Providencia colegio sitio web
3 · DIFICIL,41.6,C · PS Individual,25681,COLEGIO OXFORD,Particular Subvencionado,MAIPÚ,RM,204,331,1,204,RUT:65135048,$50.001 A $100.000,0,0,"-33,50560106","-70,76289159",,,,,nuevo,Colegio Oxford Maipú colegio sitio web
3 · DIFICIL,41.5,C · PS Individual,4262,COLEGIO PARTICULAR MARTA BRUNET,Particular Subvencionado,LOS ÁNGELES,BBIO,396,702,1,396,RUT:65144377,GRATUITO,1,0,"-37,477402","-72,34964",,,,,nuevo,Colegio Particular Marta Brunet Los Ángeles colegio sitio web
3 · DIFICIL,41.5,C · PS Individual,9308,ESCUELA PARTICULAR UNIDAD DIVINA,Particular Subvencionado,LA FLORIDA,RM,401,432,1,401,RUT:65156481,GRATUITO,1,0,"-33,53724638","-70,60094931",,,,,nuevo,Escuela Particular Unidad Divina La Florida colegio sitio web
3 · DIFICIL,41.5,C · PS Individual,11224,COLEGIO PARTICULAR BECARB,Particular Subvencionado,CALERA,VALPO,354,379,2,920,RUT:65143782,GRATUITO,1,0,"-32,79261","-71,209244",,,,,nuevo,Colegio Particular Becarb Calera colegio sitio web
3 · DIFICIL,41.5,C · PS Individual,12185,COLEGIO BICENTENARIO HELVECIA,Particular Subvencionado,VALDIVIA,RIOS,396,632,1,396,RUT:65156336,GRATUITO,1,0,"-39,843781","-73,216957",,,,,nuevo,Colegio Bicentenario Helvecia Valdivia colegio sitio web
3 · DIFICIL,41.5,C · PS Individual,12518,COLEGIO DIOCESANO OBISPO LABBE,Particular Subvencionado,IQUIQUE,TPCA,702,1160,1,702,RUT:65099420,GRATUITO,0,0,"-20,209089","-70,145531",,,,,nuevo,Colegio Diocesano Obispo Labbe Iquique colegio sitio web
3 · DIFICIL,41.5,C · PS Individual,14687,COLEGIO GEA,Particular Subvencionado,QUILPUÉ,VALPO,395,615,1,395,RUT:65012892,GRATUITO,1,0,"-33,069851","-71,419868",,,,,nuevo,Colegio Gea Quilpué colegio sitio web
3 · DIFICIL,41.5,C · PS Individual,16677,COLEGIO IRIS RETAMAL,Particular Subvencionado,RETIRO,MAULE,393,500,1,393,RUT:65155887,GRATUITO,1,0,"-36,0577","-71,7635",,,,,nuevo,Colegio Iris Retamal Retiro colegio sitio web
3 · DIFICIL,41.5,C · PS Individual,17902,COLEGIO TERESA DE LOS ANDES,Particular Subvencionado,BULNES,NUBLE,360,601,2,522,RUT:65255620,GRATUITO,1,0,"-36,738781","-72,307617",,,,,nuevo,Colegio Teresa De Los Andes Bulnes colegio sitio web
3 · DIFICIL,41.5,C · PS Individual,18102,COLEGIO PAULO FREIRE,Particular Subvencionado,SAN PEDRO DE LA PAZ,BBIO,392,465,1,392,RUT:65143887,GRATUITO,1,0,"-36,851261","-73,143646",,,,,nuevo,Colegio Paulo Freire San Pedro De La Paz colegio sitio web
3 · DIFICIL,41.5,C · PS Individual,25032,COLEGIO POLIVALENTE SEMBRADOR,Particular Subvencionado,COLINA,RM,699,1135,1,699,RUT:65154559,GRATUITO,0,0,"-33,20448223","-70,67253519",,,,,nuevo,Colegio Polivalente Sembrador Colina colegio sitio web
3 · DIFICIL,41.5,C · PS Individual,25576,ESCUELA BASICA PART. SAN JORGE DE PUDAHUEL,Particular Subvencionado,PUDAHUEL,RM,394,429,1,394,RUT:65147046,GRATUITO,1,0,"-33,44182733","-70,75227402",,,,,nuevo,Escuela Basica Part. San Jorge De Pudahuel Pudahuel colegio sitio web
3 · DIFICIL,41.5,C · PS Individual,25865,SAN IGNACIO COLLEGE,Particular Subvencionado,SAN BERNARDO,RM,397,719,1,397,RUT:65114847,GRATUITO,1,0,"-33,61661823","-70,70388548",,,,,nuevo,San Ignacio College San Bernardo colegio sitio web
3 · DIFICIL,41.5,C · PS Individual,25954,ESC. BAS. Y ESP. NTRA. SRA. DE LAS NIEVES,Particular Subvencionado,SAN BERNARDO,RM,366,801,2,442,RUT:65125724,GRATUITO,1,0,"-33,64243455","-70,73421338",,,,,nuevo,Esc. Bas. Y Esp. Ntra. Sra. De Las Nieves San Bernardo colegio sitio web
3 · DIFICIL,41.5,C · PS Individual,26006,COLEGIO ECOLOGICO PAINE,Particular Subvencionado,PAINE,RM,398,596,1,398,RUT:65155086,GRATUITO,1,0,"-33,86188438","-70,75310598",,,,,nuevo,Colegio Ecologico Paine Paine colegio sitio web
3 · DIFICIL,41.5,C · PS Individual,26274,ESCUELA BAS. REINA NORTE,Particular Subvencionado,COLINA,RM,393,681,1,393,RUT:65147376,GRATUITO,1,0,"-33,18332543","-70,67698831",,,,,nuevo,Escuela Bas. Reina Norte Colina colegio sitio web
3 · DIFICIL,41.5,C · PS Individual,31203,COLEGIO DOMINGO SANTA MARIA,Particular Subvencionado,VICUÑA,COQ,691,1189,1,691,RUT:65145484,GRATUITO,0,0,"-30,03063","-70,707977",,,,,nuevo,Colegio Domingo Santa Maria Vicuña colegio sitio web
3 · DIFICIL,41.4,D · Municipal/DAEM,897,ESCUELA BELGICA,Municipal/DAEM,PUNITAQUI,COQ,282,304,19,637,RUT:69040900,GRATUITO,1,0,"-30,833639","-71,256317",,,,,nuevo,Escuela Belgica Punitaqui colegio sitio web
3 · DIFICIL,41.4,D · Municipal/DAEM,1077,ESCUELA BASICA HECTOR JORQUERA VALENCIA,Municipal/DAEM,CANELA,COQ,289,330,19,879,RUT:69041300,GRATUITO,1,0,"-31,40004","-71,45768",,,,,nuevo,Escuela Basica Hector Jorquera Valencia Canela colegio sitio web
3 · DIFICIL,41.4,C · PS Individual,2054,COLEGIO PART.GUILLERMO BLEST GANA,Particular Subvencionado,SAN ANTONIO,VALPO,166,186,1,166,RUT:65153535,$10.001 A $25.000,1,0,"-33,594681","-71,605988",,,,,nuevo,Colegio Part.Guillermo Blest Gana San Antonio colegio sitio web
3 · DIFICIL,41.4,D · Municipal/DAEM,2300,ESCUELA LA ISLA EMMA ESCOBAR DE LAGOS,Municipal/DAEM,RENGO,LGBO,244,289,21,5360,RUT:69081200,GRATUITO,1,0,"-34,38385","-70,845428",,,,,nuevo,Escuela La Isla Emma Escobar De Lagos Rengo colegio sitio web
3 · DIFICIL,41.4,D · Municipal/DAEM,4720,ESCUELA D N° 475,Municipal/DAEM,TALCAHUANO,BBIO,143,167,24,4458,MRUN:18415187,GRATUITO,1,0,"-36,77824","-73,09549",,,,,nuevo,Escuela D N° 475 Talcahuano colegio sitio web
3 · DIFICIL,41.4,D · Municipal/DAEM,4734,ESCUELA BASICA LIBERTAD,Municipal/DAEM,TALCAHUANO,BBIO,145,174,24,4458,MRUN:18415187,GRATUITO,1,0,"-36,733849","-73,11187",,,,,nuevo,Escuela Basica Libertad Talcahuano colegio sitio web
3 · DIFICIL,41.4,B · Red Subvencionada,7122,"COL. DE ARTES, CIENCIA Y TEC. DA VINCI",Particular Subvencionado,PANGUIPULLI,RIOS,184,207,13,1031,RUT:71054000,GRATUITO,1,1,"-39,566029","-72,008812",,,,,nuevo,"Col. De Artes, Ciencia Y Tec. Da Vinci Panguipulli colegio sitio web"
3 · DIFICIL,41.4,D · Municipal/DAEM,8542,LICEO SAN FRANCISCO DE QUITO,Municipal/DAEM,INDEPENDENCIA,RM,628,1037,8,3607,RUT:69255500,GRATUITO,1,0,"-33,41036924","-70,66255379",,,,,nuevo,Liceo San Francisco De Quito Independencia colegio sitio web
3 · DIFICIL,41.4,D · Municipal/DAEM,9282,ESCUELA GUARDIAMARINA ERNESTO RIQUELME,Municipal/DAEM,LA FLORIDA,RM,244,267,21,6299,RUT:70933700,GRATUITO,1,0,"-33,54906839","-70,5814564",,,,,nuevo,Escuela Guardiamarina Ernesto Riquelme La Florida colegio sitio web
3 · DIFICIL,41.4,D · Municipal/DAEM,9296,ESCUELA LAS LILAS,Municipal/DAEM,LA FLORIDA,RM,246,273,21,6299,RUT:70933700,GRATUITO,1,0,"-33,56179801","-70,57417485",,,,,nuevo,Escuela Las Lilas La Florida colegio sitio web
3 · DIFICIL,41.4,D · Municipal/DAEM,10000,ESCUELA CALICANTO,Municipal/DAEM,QUINTA NORMAL,RM,449,493,14,5482,RUT:70913100,GRATUITO,1,0,"-33,42720742","-70,71011731",,,,,nuevo,Escuela Calicanto Quinta Normal colegio sitio web
3 · DIFICIL,41.4,C · PS Individual,14420,COLEGIO EL ALBA,Particular Subvencionado,EL QUISCO,VALPO,193,312,1,193,RUT:65145284,$50.001 A $100.000,0,0,"-33,402031","-71,693451",,,,,nuevo,Colegio El Alba El Quisco colegio sitio web
3 · DIFICIL,41.4,C · PS Individual,14637,COLEGIO HYATT,Particular Subvencionado,VILLA ALEMANA,VALPO,192,205,1,192,RUT:65157692,$50.001 A $100.000,0,0,"-33,044788","-71,385262",,,,,nuevo,Colegio Hyatt Villa Alemana colegio sitio web
3 · DIFICIL,41.4,C · PS Individual,22319,COLEGIO PRINCIPE DE ASTURIAS,Particular Subvencionado,VALDIVIA,RIOS,190,257,1,190,RUT:65153262,$50.001 A $100.000,0,0,"-39,824699","-73,247993",,,,,nuevo,Colegio Principe De Asturias Valdivia colegio sitio web
3 · DIFICIL,41.4,B · Red Subvencionada,25959,ESC. ESPECIAL HOSPITAL SAN JUAN DE DIOS,Particular Subvencionado,SANTIAGO,RM,18,27,8,241,RUT:74120600,GRATUITO,0,0,"-33,4424925","-70,67871",,,,,nuevo,Esc. Especial Hospital San Juan De Dios Santiago colegio sitio web
3 · DIFICIL,41.3,C · PS Individual,1593,ESCUELA PARTICULAR SANTA ANA,Particular Subvencionado,VALPARAÍSO,VALPO,386,435,1,386,RUT:65108147,GRATUITO,1,0,"-33,03611","-71,632523",,,,,nuevo,Escuela Particular Santa Ana Valparaíso colegio sitio web
3 · DIFICIL,41.3,C · PS Individual,3013,COLEGIO JUAN IGNACIO MOLINA,Particular Subvencionado,TALCA,MAULE,687,1197,1,687,RUT:65157954,GRATUITO,0,0,"-35,429111","-71,663063",,,,,nuevo,Colegio Juan Ignacio Molina Talca colegio sitio web
3 · DIFICIL,41.3,C · PS Individual,5372,ESCUELA PARTICULAR SANTA ELENA,Particular Subvencionado,CURACAUTÍN,ARAUC,386,453,1,386,RUT:65085332,GRATUITO,1,0,"-38,43858","-71,888893",,,,,nuevo,Escuela Particular Santa Elena Curacautín colegio sitio web
3 · DIFICIL,41.3,C · PS Individual,7536,COLEGIO PRECIOSA SANGRE,Particular Subvencionado,PURRANQUE,LAGOS,686,1180,1,686,RUT:65147683,GRATUITO,0,0,"-40,913288","-73,15712",,,,,nuevo,Colegio Preciosa Sangre Purranque colegio sitio web
3 · DIFICIL,41.3,C · PS Individual,9200,COLEGIO PARTICULAR JORGE PRIETO LETELIER,Particular Subvencionado,PEÑALOLÉN,RM,380,628,1,380,RUT:65134523,GRATUITO,1,0,"-33,50741697","-70,56419508",,,,,nuevo,Colegio Particular Jorge Prieto Letelier Peñalolén colegio sitio web
3 · DIFICIL,41.3,C · PS Individual,10447,ESCUELA PARTICULAR LA MERCED,Particular Subvencionado,TILTIL,RM,383,437,1,383,RUT:65081305,GRATUITO,1,0,"-33,09014963","-70,91840629",,,,,nuevo,Escuela Particular La Merced Tiltil colegio sitio web
3 · DIFICIL,41.3,C · PS Individual,10742,ESCUELA BAS. DIVINA PROVIDENCIA,Particular Subvencionado,EL MONTE,RM,688,758,1,688,RUT:65116574,GRATUITO,0,0,"-33,67901811","-70,98039621",,,,,nuevo,Escuela Bas. Divina Providencia El Monte colegio sitio web
3 · DIFICIL,41.3,C · PS Individual,11348,COLEGIO DE MARIA,Particular Subvencionado,TALCA,MAULE,319,616,1,319,RUT:65158777,$25.001 A $50.000,0,0,"-35,443958","-71,695839",,,,,nuevo,Colegio De Maria Talca colegio sitio web
3 · DIFICIL,41.3,C · PS Individual,12368,LICEO BICENTENARIO DE EXCELENCIA POLITÉCNICO SANTA CRUZ,Particular Subvencionado,CUNCO,ARAUC,383,811,1,383,RUT:65080921,GRATUITO,1,0,"-38,93338","-72,028908",,,,,nuevo,Liceo Bicentenario De Excelencia Politécnico Santa Cruz Cunco colegio sitio web
3 · DIFICIL,41.3,C · PS Individual,12566,COLEGIO METODISTA WILLIAM TAYLOR,Particular Subvencionado,ALTO HOSPICIO,TPCA,987,1704,1,987,RUT:65033052,GRATUITO,1,1,"-20,26844","-70,103897",,,,,nuevo,Colegio Metodista William Taylor Alto Hospicio colegio sitio web
3 · DIFICIL,41.3,C · PS Individual,14372,KING EDWARD´S SCHOOL 1,Particular Subvencionado,QUILPUÉ,VALPO,350,350,2,398,RUT:65154613,GRATUITO,1,0,"-33,05225","-71,4459",,,,,nuevo,King Edward´S School 1 Quilpué colegio sitio web
3 · DIFICIL,41.3,C · PS Individual,16502,COLEGIO CORDILLERA,Particular Subvencionado,MOLINA,MAULE,326,682,1,326,RUT:65154939,$25.001 A $50.000,0,0,"-35,121712","-71,277992",,,,,nuevo,Colegio Cordillera Molina colegio sitio web
3 · DIFICIL,41.3,C · PS Individual,18199,COLEGIO QUILLÓN,Particular Subvencionado,QUILLÓN,NUBLE,390,815,1,390,RUT:65119986,GRATUITO,1,0,"-36,744949","-72,475739",,,,,nuevo,Colegio Quillón Quillón colegio sitio web
3 · DIFICIL,41.3,C · PS Individual,24769,COLEGIO SAN ISAAC JOGUES,Particular Subvencionado,QUILICURA,RM,689,1152,1,689,RUT:65156235,GRATUITO,0,0,"-33,36114464","-70,72075132",,,,,nuevo,Colegio San Isaac Jogues Quilicura colegio sitio web
3 · DIFICIL,41.3,C · PS Individual,25613,COLEGIO BICENTENARIO DE EXCELENCIA PEDRO APOSTOL,Particular Subvencionado,PUENTE ALTO,RM,687,1177,1,687,RUT:65154627,GRATUITO,0,0,"-33,62504156","-70,59226698",,,,,nuevo,Colegio Bicentenario De Excelencia Pedro Apostol Puente Alto colegio sitio web
3 · DIFICIL,41.3,C · PS Individual,25901,ESC. EVANG. PENTECOSTAL DR. WILLIS C. HOOVER,Particular Subvencionado,PEÑALOLÉN,RM,343,408,2,648,RUT:65325070,GRATUITO,1,0,"-33,46587525","-70,55762379",,,,,nuevo,Esc. Evang. Pentecostal Dr. Willis C. Hoover Peñalolén colegio sitio web
3 · DIFICIL,41.3,C · PS Individual,40230,COLEGIO TECNOLOGICO DON BOSCO DE ARICA,Particular Subvencionado,ARICA,AYP,387,604,1,387,RUT:65097239,GRATUITO,1,0,"-18,43729","-70,285873",,,,,nuevo,Colegio Tecnologico Don Bosco De Arica Arica colegio sitio web
3 · DIFICIL,41.2,E · SLEP,3843,ESCUELA PORVENIR DE CATO,SLEP,COIHUECO,NUBLE,254,295,67,6519,RUT:61980940,GRATUITO,1,1,"-36,544708","-71,78067",,,,,nuevo,Escuela Porvenir De Cato Coihueco colegio sitio web
3 · DIFICIL,41.2,D · Municipal/DAEM,4048,ESCUELA VILLA JESUS DE COELEMU,Municipal/DAEM,COELEMU,NUBLE,492,565,12,1614,RUT:69150200,GRATUITO,1,0,"-36,492409","-72,702751",,,,,nuevo,Escuela Villa Jesus De Coelemu Coelemu colegio sitio web
3 · DIFICIL,41.2,D · Municipal/DAEM,4726,ESCUELA BASICA LAS HIGUERAS,Municipal/DAEM,TALCAHUANO,BBIO,137,147,24,4458,MRUN:18415187,GRATUITO,1,0,"-36,742668","-73,102837",,,,,nuevo,Escuela Basica Las Higueras Talcahuano colegio sitio web
3 · DIFICIL,41.2,D · Municipal/DAEM,4732,ESCUELA BASICA CRUZ DEL SUR,Municipal/DAEM,TALCAHUANO,BBIO,135,156,24,4458,MRUN:18415187,GRATUITO,1,0,"-36,752338","-73,087273",,,,,nuevo,Escuela Basica Cruz Del Sur Talcahuano colegio sitio web
